timestamp,emotion,confidence
2025-02-22 20:46:49,fear,46.91348
2025-02-22 20:46:50,happy,89.38293
2025-02-22 20:46:50,happy,97.59343
2025-02-22 20:46:51,fear,68.309
2025-02-22 20:46:52,fear,68.24854
2025-02-22 20:46:52,sad,66.14466
2025-02-22 20:46:53,sad,99.97219
2025-02-22 20:46:53,happy,98.54089
2025-02-22 20:46:54,happy,98.99886
2025-02-22 20:46:55,happy,94.89951
2025-02-22 20:46:55,happy,99.432625
2025-02-22 20:46:56,angry,35.32263
2025-02-22 20:46:56,happy,93.46487
2025-02-22 20:46:57,happy,83.59204
2025-02-22 20:46:57,happy,93.91378
2025-02-22 20:46:58,happy,99.41888
2025-02-22 20:46:59,angry,51.648186
2025-02-22 20:46:59,neutral,62.79642
2025-02-22 20:47:00,neutral,55.930256
2025-02-22 20:47:00,fear,93.94424
2025-02-22 20:47:01,neutral,99.054436
2025-02-22 20:47:01,neutral,59.70916
2025-02-22 20:47:02,happy,93.076775
2025-02-22 20:47:03,angry,98.5369
2025-02-22 20:47:03,fear,90.53031
2025-02-22 20:47:04,fear,99.99577
2025-02-22 20:47:04,fear,99.68959
2025-02-22 20:47:05,fear,99.997536
2025-02-22 20:47:05,fear,99.97717
2025-02-22 20:47:06,fear,68.21366
2025-02-22 20:47:06,happy,83.53339
2025-02-22 20:47:07,angry,87.838196
2025-02-22 20:47:07,sad,99.99988
2025-02-22 20:47:08,sad,99.92965
2025-02-22 20:47:09,sad,99.99262
2025-02-22 20:47:09,sad,99.791016
2025-02-22 20:47:10,sad,99.92513
2025-02-22 20:47:10,happy,94.19811
2025-02-22 20:47:11,neutral,88.92383
2025-02-22 20:47:11,neutral,92.83851
2025-02-22 20:47:12,neutral,94.4225
2025-02-22 20:47:13,angry,89.42809
2025-02-22 20:47:13,angry,99.68261
2025-02-22 20:47:14,angry,80.77992
2025-02-22 20:47:14,fear,93.999725
2025-02-22 20:47:15,sad,90.25784
2025-02-22 20:47:15,happy,99.75038
2025-02-22 20:47:16,angry,99.990295
2025-02-22 20:47:17,happy,51.788624
2025-02-22 20:47:17,happy,80.20049
2025-02-22 20:47:18,angry,99.99781
2025-02-22 20:47:18,angry,99.932915
2025-02-22 20:47:19,angry,99.98431
2025-02-22 20:47:20,happy,99.85903
2025-02-22 20:47:20,happy,99.99994
2025-02-22 20:47:21,happy,100.0
2025-02-22 20:47:21,happy,99.92913
2025-02-22 20:47:22,happy,100.0
2025-02-22 20:47:22,angry,63.22235
2025-02-22 20:47:23,sad,48.107323
2025-02-22 20:47:23,angry,83.404205
2025-02-22 20:47:24,happy,95.32378
2025-02-22 20:47:25,sad,99.6167
2025-02-22 20:47:25,angry,72.84628
2025-02-22 20:47:26,angry,98.404465
2025-02-22 20:47:26,fear,99.368065
2025-02-22 20:47:27,sad,99.98014
2025-02-22 20:47:27,angry,98.849045
2025-02-22 20:47:28,happy,97.16901
2025-02-22 20:47:28,angry,98.0342
2025-02-22 20:47:29,neutral,76.580925
2025-02-22 20:47:30,sad,77.48744
2025-02-22 20:47:30,sad,80.490944
2025-02-22 20:47:31,fear,81.31788
2025-02-22 20:47:31,sad,82.97937
2025-02-22 20:47:32,fear,99.63167
2025-02-22 20:47:33,fear,98.510284
2025-02-22 20:47:33,neutral,66.383194
2025-02-22 20:47:34,fear,74.95593
2025-02-22 20:47:34,sad,91.48317
2025-02-22 20:47:35,sad,90.93637
2025-02-22 20:47:36,neutral,59.193478
2025-02-22 20:47:36,fear,89.63684
2025-02-22 20:47:37,fear,63.411007
2025-02-22 20:47:37,happy,57.97145
2025-02-22 20:47:38,happy,93.40335
2025-02-22 20:47:39,sad,97.9053
2025-02-22 20:47:39,sad,99.773705
2025-02-22 20:47:40,sad,49.875397
2025-02-22 20:47:40,happy,89.77636
2025-02-22 20:47:41,happy,95.13803
2025-02-22 20:47:42,happy,51.54242
2025-02-22 20:47:42,happy,71.654366
2025-02-22 20:47:43,happy,67.01615
2025-02-22 20:47:44,happy,73.17343
2025-02-22 20:47:44,neutral,72.29077
2025-02-22 20:47:45,neutral,90.464066
2025-02-22 20:47:46,neutral,92.083916
2025-02-22 20:47:46,sad,59.941742
2025-02-22 20:47:47,sad,76.58636
2025-02-22 20:47:48,neutral,65.56043
2025-02-22 20:47:48,neutral,82.02379
2025-02-22 20:47:49,happy,63.813046
2025-02-22 20:47:50,happy,93.105545
2025-02-22 20:47:50,sad,90.92646
2025-02-22 20:47:51,happy,71.084595
2025-02-22 20:47:51,sad,46.921253
2025-02-22 20:47:52,happy,54.572937
2025-02-22 20:47:53,fear,77.27407
2025-02-22 20:47:54,surprise,81.88249
2025-02-22 20:47:54,happy,98.82705
2025-02-22 20:47:55,sad,65.89292
2025-02-22 20:47:55,happy,93.39921
2025-02-22 20:47:56,fear,50.4257
2025-02-22 20:47:57,fear,97.70651
2025-02-22 20:47:57,happy,57.33548
2025-02-22 20:47:58,fear,99.51237
2025-02-22 20:47:58,happy,97.50583
2025-02-22 20:47:59,happy,75.49462
2025-02-22 20:48:00,neutral,81.52468
2025-02-22 20:48:00,neutral,91.19363
2025-02-22 20:48:01,neutral,86.723015
2025-02-22 20:48:02,neutral,53.886898
2025-02-22 20:48:02,neutral,54.700016
2025-02-22 20:48:03,happy,98.17031
2025-02-22 20:48:03,happy,99.49192
2025-02-22 20:48:04,happy,85.08088
2025-02-22 20:48:04,happy,91.75349
2025-02-22 20:48:05,happy,99.72255
2025-02-22 20:48:05,happy,92.756454
2025-02-22 20:48:06,angry,81.02886
2025-02-22 20:48:06,neutral,89.45268
2025-02-22 20:48:07,neutral,76.662224
2025-02-22 20:48:07,neutral,73.47752
2025-02-22 20:48:08,neutral,53.673107
2025-02-22 20:48:09,neutral,64.155266
2025-02-22 20:48:09,sad,55.79641
2025-02-22 20:48:10,happy,94.319855
2025-02-22 20:48:10,happy,97.589355
2025-02-22 20:48:11,happy,79.731224
2025-02-22 20:48:12,neutral,94.20851
2025-02-22 20:48:12,happy,48.354797
2025-02-22 20:48:13,happy,90.87676
2025-02-22 20:48:13,fear,43.5218
2025-02-22 20:48:14,fear,48.03983
2025-02-22 20:48:14,fear,76.5603
2025-02-22 20:48:15,happy,77.08406
2025-02-22 20:48:16,happy,89.98992
2025-02-22 20:48:16,happy,97.43119
2025-02-22 20:48:17,sad,42.0641
2025-02-22 20:48:17,sad,51.361053
2025-02-22 20:48:18,angry,46.810383
2025-02-22 20:48:19,happy,64.096016
2025-02-22 20:48:19,sad,55.476807
2025-02-22 20:48:20,happy,99.891525
2025-02-22 20:48:21,happy,99.965256
2025-02-22 20:48:21,happy,99.96918
2025-02-22 20:48:22,happy,96.06017
2025-02-22 20:48:23,happy,93.12634
2025-02-22 20:48:23,happy,99.90634
2025-02-22 20:48:24,happy,99.90213
2025-02-22 20:48:24,happy,99.953316
2025-02-22 20:48:25,happy,82.655014
2025-02-22 20:48:26,surprise,96.76524
2025-02-22 20:48:26,neutral,95.14356
2025-02-22 20:48:27,happy,46.87367
2025-02-22 20:48:27,happy,99.5008
2025-02-22 20:48:28,sad,99.94806
2025-02-22 20:48:29,sad,61.514236
2025-02-22 20:48:29,neutral,56.610023
2025-02-22 20:48:30,neutral,55.07837
2025-02-22 20:48:31,neutral,95.547035
2025-02-22 20:48:32,happy,99.78523
2025-02-22 20:48:32,happy,99.497154
2025-02-22 20:48:33,happy,98.67771
2025-02-22 20:48:34,happy,62.912453
2025-02-22 20:48:34,happy,97.832146
2025-02-22 20:48:35,happy,99.948135
2025-02-22 20:48:35,happy,99.56839
2025-02-22 20:48:36,happy,98.11765
2025-02-22 20:48:37,happy,98.95635
2025-02-22 20:48:37,sad,55.167736
2025-02-22 20:48:38,neutral,99.83094
2025-02-22 20:48:38,neutral,99.402824
2025-02-22 20:48:39,fear,44.836636
2025-02-22 20:48:40,happy,97.569695
2025-02-22 20:48:40,sad,78.46591
2025-02-22 20:48:41,sad,81.53934
2025-02-22 20:48:41,sad,63.10768
2025-02-22 20:48:42,neutral,97.42885
2025-02-22 20:48:42,happy,95.6847
2025-02-22 20:48:43,sad,68.84276
2025-02-22 20:48:44,happy,99.923645
2025-02-22 20:48:44,sad,96.80131
2025-02-22 20:48:45,sad,99.99597
2025-02-22 20:48:45,sad,99.821304
2025-02-22 20:48:46,neutral,98.84424
2025-02-22 20:48:46,neutral,74.99188
2025-02-22 20:48:47,neutral,71.90312
2025-02-22 20:48:48,neutral,97.84494
2025-02-22 20:48:48,sad,60.771828
2025-02-22 20:48:49,fear,94.94321
2025-02-22 20:48:50,neutral,63.1021
2025-02-22 20:48:50,happy,99.106926
2025-02-22 20:48:51,happy,99.886894
2025-02-22 20:48:52,happy,95.542206
2025-02-22 20:48:52,neutral,98.39755
2025-02-22 20:48:53,sad,91.533134
2025-02-22 20:48:53,sad,99.658714
2025-02-22 20:48:54,sad,59.76252
2025-02-22 20:48:55,sad,95.04609
2025-02-22 20:48:55,happy,99.25034
2025-02-22 20:48:56,neutral,99.44088
2025-02-22 20:48:56,angry,70.605255
2025-02-22 20:48:57,disgust,79.42598
2025-02-22 20:48:57,angry,92.15981
2025-02-22 20:48:58,happy,99.75089
2025-02-22 20:48:59,neutral,58.562042
2025-02-22 20:48:59,neutral,72.585045
2025-02-22 20:49:00,happy,72.85385
2025-02-22 20:49:00,angry,69.753716
2025-02-22 20:49:01,fear,58.855545
2025-02-22 20:49:01,fear,77.15933
2025-02-22 20:49:02,angry,45.510414
2025-02-22 20:49:03,sad,56.61464
2025-02-22 20:49:04,happy,72.13042
2025-02-22 20:49:04,sad,37.72192
2025-02-22 20:49:05,neutral,59.527473
2025-02-22 20:49:05,happy,77.44909
2025-02-22 20:49:06,happy,91.96838
2025-02-22 20:49:07,happy,94.91966
2025-02-22 20:49:07,angry,70.882805
2025-02-22 20:49:08,angry,96.0682
2025-02-22 20:49:09,neutral,60.255604
2025-02-22 20:49:09,happy,92.33324
2025-02-22 20:49:10,happy,97.38113
2025-02-22 20:49:10,sad,41.66506
2025-02-22 20:49:11,happy,67.84089
2025-02-22 20:49:11,neutral,43.189716
2025-02-22 20:49:12,happy,99.031746
2025-02-22 20:49:13,neutral,47.55415
2025-02-22 20:49:13,sad,93.51147
2025-02-22 20:49:14,fear,99.497955
2025-02-22 20:49:14,angry,46.64324
2025-02-22 20:49:15,happy,99.75158
2025-02-22 20:49:15,happy,76.218506
2025-02-22 20:49:16,happy,99.996124
2025-02-22 20:49:16,angry,97.86564
2025-02-22 20:49:17,happy,89.6496
2025-02-22 20:49:18,neutral,71.09991
2025-02-22 20:49:18,happy,93.3149
2025-02-22 20:49:19,happy,99.988014
2025-02-22 20:49:19,happy,99.98902
2025-02-22 20:49:20,happy,99.981186
2025-02-22 20:49:21,happy,99.80058
2025-02-22 20:49:21,happy,99.989136
2025-02-22 20:49:22,sad,95.1754
2025-02-22 20:49:22,sad,80.38356
2025-02-22 20:49:23,sad,67.94045
2025-02-22 20:49:23,neutral,74.211815
2025-02-22 20:49:24,neutral,62.88978
2025-02-22 20:49:24,sad,99.85929
2025-02-22 20:49:25,sad,99.01193
2025-02-22 20:49:25,sad,98.01718
2025-02-22 20:49:48,sad,77.431816
2025-02-22 20:49:48,fear,61.107193
2025-02-22 20:49:49,sad,78.31272
2025-02-22 20:49:50,neutral,99.81265
2025-02-22 20:49:50,sad,83.76912
2025-02-22 20:49:51,sad,60.2996
2025-02-22 20:49:51,angry,90.35364
2025-02-22 20:49:52,sad,90.895485
2025-02-22 20:49:53,sad,54.325706
2025-02-22 20:49:53,neutral,97.4271
2025-02-22 20:49:54,fear,33.697296
2025-02-22 20:49:54,happy,90.67209
2025-02-22 20:49:55,sad,76.83423
2025-02-22 20:49:55,happy,37.572147
2025-02-22 20:49:56,sad,74.097404
2025-02-22 20:49:57,fear,81.44788
2025-02-22 20:49:57,fear,45.219406
2025-02-22 20:49:58,disgust,68.349785
2025-02-22 20:49:58,angry,58.1156
2025-02-22 20:49:59,happy,41.646023
2025-02-22 20:49:59,angry,47.948803
2025-02-22 20:50:00,angry,54.669113
2025-02-22 20:50:01,disgust,79.5774
2025-02-22 20:50:01,sad,96.324684
2025-02-22 20:50:02,sad,97.31256
2025-02-22 20:50:02,disgust,33.198242
2025-02-22 20:50:03,disgust,70.29606
2025-02-22 20:50:03,sad,91.19355
2025-02-22 20:50:04,disgust,95.01341
2025-02-22 20:50:05,disgust,63.37259
2025-02-22 20:50:05,sad,95.336266
2025-02-22 20:50:06,sad,99.96573
2025-02-22 20:50:06,sad,95.08163
2025-02-22 20:50:07,fear,47.364895
2025-02-22 20:50:07,fear,98.559204
2025-02-22 20:50:08,fear,67.66908
2025-02-22 20:50:09,sad,48.93693
2025-02-22 20:50:09,happy,82.531006
2025-02-22 20:50:10,fear,59.011257
2025-02-22 20:50:10,fear,99.980736
2025-02-22 20:50:11,sad,53.191166
2025-02-22 20:50:12,sad,66.19452
2025-02-22 20:50:12,sad,28.463163
2025-02-22 20:50:13,sad,53.49462
2025-02-22 20:50:13,sad,73.37857
2025-02-22 20:50:14,neutral,51.047634
2025-02-22 20:50:15,happy,88.84868
2025-02-22 20:50:15,fear,51.05916
2025-02-22 20:50:16,fear,99.9753
2025-02-22 20:50:17,happy,99.96087
2025-02-22 20:50:17,sad,68.7453
2025-02-22 20:50:18,fear,51.87391
2025-02-22 20:50:18,fear,68.29176
2025-02-22 20:50:19,fear,85.28567
2025-02-22 20:50:19,sad,90.81149
2025-02-22 20:50:20,neutral,95.50815
2025-02-22 20:50:21,fear,59.564346
2025-02-22 20:50:21,sad,49.9876
2025-02-22 20:50:22,fear,89.57545
2025-02-22 20:50:22,neutral,63.41788
2025-02-22 20:50:23,angry,43.272938
2025-02-22 20:50:24,happy,63.319824
2025-02-22 20:50:24,sad,71.842674
2025-02-22 20:50:25,neutral,87.73384
2025-02-22 20:50:26,neutral,98.3448
2025-02-22 20:50:26,neutral,86.982506
2025-02-22 20:50:27,neutral,96.35425
2025-02-22 20:50:27,neutral,98.86511
2025-02-22 20:50:28,sad,96.12207
2025-02-22 20:50:29,neutral,94.634766
2025-02-22 20:50:29,sad,99.82632
2025-02-22 20:50:30,sad,92.0187
2025-02-22 20:50:31,happy,69.66664
2025-02-22 20:50:31,happy,97.8176
2025-02-22 20:50:32,fear,70.936935
2025-02-22 20:50:32,happy,62.048832
2025-02-22 20:50:33,fear,84.766045
2025-02-22 20:50:33,happy,58.9687
2025-02-22 20:50:34,neutral,58.75912
2025-02-22 20:50:35,fear,94.36773
2025-02-22 20:50:35,fear,79.80162
2025-02-22 20:50:36,fear,86.856964
2025-02-22 20:50:36,happy,99.96742
2025-02-22 20:50:37,happy,96.72334
2025-02-22 20:50:37,sad,99.98689
2025-02-22 20:50:38,sad,99.89463
2025-02-22 20:50:38,happy,61.536453
2025-02-22 20:50:39,sad,99.52159
2025-02-22 20:50:40,sad,99.99858
2025-02-22 20:50:40,happy,99.88081
2025-02-22 20:50:41,fear,56.536198
2025-02-22 20:50:41,fear,99.99538
2025-02-22 20:50:42,happy,55.640835
2025-02-22 20:50:43,fear,82.5689
2025-02-22 20:50:43,happy,65.19316
2025-02-22 20:50:44,sad,94.831474
2025-02-22 20:50:44,happy,65.706314
2025-02-22 20:50:45,happy,91.58007
2025-02-22 20:50:45,happy,99.33596
2025-02-22 20:50:46,happy,58.317886
2025-02-22 20:50:46,fear,51.177917
2025-02-22 20:50:47,sad,88.04059
2025-02-22 20:50:48,fear,91.28858
2025-02-22 20:50:48,fear,87.22551
2025-02-22 20:50:49,fear,89.915596
2025-02-22 20:50:49,sad,69.0283
2025-02-22 20:50:50,neutral,44.042557
2025-02-22 20:50:51,happy,99.45461
2025-02-22 20:50:51,fear,36.158394
2025-02-22 20:50:52,happy,99.99281
2025-02-22 20:50:53,happy,52.54852
2025-02-22 20:50:53,neutral,97.34437
2025-02-22 20:50:54,happy,99.871414
2025-02-22 22:03:39,neutral,99.90972
2025-02-22 22:03:40,neutral,71.266136
2025-02-22 22:03:40,neutral,99.911644
2025-02-22 22:03:41,neutral,99.90165
2025-02-22 22:03:41,neutral,99.88477
2025-02-22 22:03:42,neutral,99.904205
2025-02-22 22:03:43,neutral,99.900925
2025-02-22 22:03:43,neutral,99.94637
2025-02-22 22:03:44,neutral,99.84859
2025-02-22 22:03:44,neutral,99.76512
2025-02-22 22:03:45,neutral,99.89287
2025-02-22 22:03:45,neutral,99.71454
2025-02-22 22:03:46,neutral,98.96924
2025-02-22 22:03:46,neutral,98.9062
2025-02-22 22:03:47,neutral,99.87891
2025-02-22 22:03:48,neutral,99.48661
2025-02-22 22:03:48,neutral,99.71774
2025-02-22 22:03:49,neutral,99.88513
2025-02-22 22:03:49,neutral,99.88858
2025-02-22 22:03:50,neutral,99.97007
2025-02-22 22:03:50,neutral,99.2753
2025-02-22 22:03:51,neutral,99.91732
2025-02-22 22:03:52,neutral,98.04791
2025-02-22 22:03:52,neutral,99.82156
2025-02-22 22:03:53,neutral,98.968796
2025-02-22 22:03:53,neutral,97.84158
2025-02-22 22:03:54,neutral,99.13403
2025-02-22 22:03:54,neutral,96.53925
2025-02-22 22:03:55,neutral,99.38973
2025-02-22 22:03:55,neutral,95.589615
2025-02-22 22:03:56,neutral,99.88626
2025-02-22 22:03:56,neutral,98.959404
2025-02-22 22:03:57,surprise,58.90557
2025-02-22 22:03:58,fear,61.12992
2025-02-22 22:03:58,neutral,99.98835
2025-02-22 22:03:59,neutral,99.99615
2025-02-22 22:03:59,fear,60.23289
2025-02-22 22:04:00,sad,97.88613
2025-02-22 22:04:00,sad,94.53224
2025-02-22 22:04:01,sad,95.51466
2025-02-22 22:04:02,sad,96.381714
2025-02-22 22:04:02,sad,82.36922
2025-02-22 22:04:03,happy,70.388596
2025-02-22 22:04:03,sad,68.41783
2025-02-22 22:04:04,sad,89.40326
2025-02-22 22:04:05,fear,52.757584
2025-02-22 22:04:05,angry,46.81001
2025-02-22 22:04:06,neutral,99.99833
2025-02-22 22:04:06,neutral,99.918846
2025-02-22 22:04:07,happy,31.66719
2025-02-22 22:04:51,fear,56.76831
2025-02-22 22:04:51,neutral,71.09672
2025-02-22 22:04:52,neutral,92.00114
2025-02-22 22:04:52,neutral,66.636314
2025-02-22 22:04:53,sad,84.68927
2025-02-22 22:04:53,neutral,77.49551
2025-02-22 22:04:54,happy,96.325485
2025-02-22 22:04:54,sad,56.432487
2025-02-22 22:04:55,sad,97.43707
2025-02-22 22:04:55,sad,99.94277
2025-02-22 22:04:56,sad,88.8302
2025-02-22 22:04:56,sad,99.15491
2025-02-22 22:04:57,sad,91.66094
2025-02-22 22:04:57,sad,41.32005
2025-02-22 22:04:58,neutral,44.390327
2025-02-22 22:04:59,neutral,89.06695
2025-02-22 22:04:59,neutral,99.95086
2025-02-22 22:05:00,neutral,99.92949
2025-02-22 22:05:00,neutral,99.69383
2025-02-22 22:05:01,neutral,99.93481
2025-02-22 22:05:01,neutral,99.69124
2025-02-22 22:05:02,neutral,93.93493
2025-02-22 22:05:02,sad,77.854126
2025-02-22 22:05:03,sad,96.48946
2025-02-22 22:05:03,sad,61.5754
2025-02-22 22:05:04,sad,94.94545
2025-02-22 22:05:05,happy,89.10771
2025-02-22 22:05:05,happy,67.726524
2025-02-22 22:05:06,sad,95.76369
2025-02-22 22:05:06,sad,98.0746
2025-02-22 22:05:07,sad,54.295395
2025-02-22 22:05:07,neutral,97.4446
2025-02-22 22:05:08,happy,73.655136
2025-02-22 22:05:08,neutral,60.931118
2025-02-22 22:05:09,fear,43.2663
2025-02-22 22:05:09,neutral,97.566505
2025-02-22 22:05:10,neutral,96.11952
2025-02-22 22:05:10,neutral,99.25806
2025-02-22 22:05:11,fear,72.53414
2025-02-22 22:05:11,neutral,99.91752
2025-02-22 22:05:12,neutral,97.11306
2025-02-22 22:05:13,neutral,98.34147
2025-02-22 22:05:13,neutral,98.79723
2025-02-22 22:05:14,neutral,51.049976
2025-02-22 22:05:14,happy,82.32511
2025-02-22 22:05:15,neutral,83.379456
2025-02-22 22:05:15,neutral,97.91611
2025-02-22 22:05:16,neutral,99.97326
2025-02-22 22:05:16,neutral,99.9666
2025-02-22 22:05:17,neutral,55.218105
2025-02-22 22:05:18,fear,73.0387
2025-02-22 22:05:18,fear,86.56939
2025-02-22 22:05:19,fear,84.52273
2025-02-22 22:05:19,neutral,89.73876
2025-02-22 22:05:20,neutral,99.16827
2025-02-22 22:05:20,sad,86.7939
2025-02-22 22:05:21,neutral,78.29019
